Main Image Size (Width x Height in Pixels):,2767,x,2475
Mosaic Size (Width x Height in Pixels):,6381,x,5708
Tiles with a image:,460
Tiles without a image:,0
Unique number of images used as tiles:,80
Average Tile Quality:,83.13%,Score:,3877744
Best Tile Quality:,100.00%,Score:,228659
Worst Tile Quality:,0.00%,Score:,21853823
How much can I modify every tile:,47%
Minimum distance between duplicate tiles:,1
Minimum distance between sequences:,0
Algorithm:,High Quality
Pattern:,Square
Adapt Tile/Mosaic size:,Adapt Tile
Multiple Tile Size 1/2:,0%
Multiple Tile Size 1/4:,0%
Tile Area Priority:,CENTER_WIDE
Tile Size Priority:,AUTO
Tile Split:,AUTO
MaskFile:,
Pixels x Inch PPI:500.000000

Left,Top,Width,Height,Size KPixels,Image,ImageID/Sequence,Tile Quality,Tile Priority,Score,Used Count,Tile#,Image#
6105,4004,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,0.19%,60%,21811940,6,345,28
0,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",0,95.27%,60%,1252423,6,346,74
278,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting 1906 Atlanta Race Massacre..jpg",0,94.39%,100%,1440821,6,347,8
556,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",0,93.11%,100%,1718671,6,348,31
834,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,99.47%,100%,342342,6,349,39
1112,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,83.91%,100%,3708834,6,350,71
1390,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,84.03%,100%,3681763,6,351,33
1668,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,61.83%,100%,8482662,6,352,23
1946,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Jackie Robinson - First African American Major League Baseball Player in 1947..jpg",0,97.58%,100%,751721,6,353,9
2224,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police K-9 units being deployed to manage crowds of protesters during the Birmingham Campaign of the civil rights movement in May 1963..jpg",0,92.42%,100%,1868634,6,354,31
2502,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Members of New York's Harlem community run from steel-helmeted police swinging nightsticks in an effort to break up a street gathering on July 19, 1964..jpg",0,97.10%,100%,856859,6,355,30
2780,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.07%,100%,2159193,6,356,7
3058,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Camilla Massacre of 1868..jpg",0,83.27%,100%,3845923,6,357,21
3336,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,93.59%,100%,1615901,6,358,35
3614,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Activists hold placards as they march from the U.S. Embassy in Pretoria, South Africa, during a protest against the death of George Floyd, June 6, 2020..jpg",0,98.51%,100%,550942,6,359,41
3892,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,96.91%,100%,895897,6,360,65
4170,4290,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,47.95%,100%,11483904,6,361,38
4448,4290,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,51.31%,100%,10758003,6,362,63
4725,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,73.26%,100%,6012140,6,363,14
5001,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.18%,100%,2135161,6,364,7
5277,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,99.48%,100%,341505,6,365,39
5553,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,97.13%,100%,849222,6,366,34
5829,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,95.43%,100%,1217745,6,367,65
6105,4290,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Memphis sanitation workers on strike in 1968..jpg",0,42.38%,60%,12688799,6,368,27
0,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Memphis sanitation workers on strike in 1968..jpg",0,39.41%,60%,13330835,6,369,27
278,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mob beats Freedom Riders who've arrived at the bus station in Birmingham, Alabama. May 1961..jpg",0,90.85%,100%,2208429,6,370,57
556,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",0,89.15%,100%,2575387,6,371,68
834,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\This scene occurred at Fulton St. and Nostrand Ave., in Brooklyn's Bedford-Stuyvesant section. July 21, 1964..jpg",0,97.58%,100%,752838,6,372,65
1112,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\March on Washington. August 28, 1963..jpg",0,93.52%,100%,1630660,6,373,35
1390,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",0,87.13%,100%,3011488,6,374,74
1668,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,55.20%,100%,9916216,6,375,5
1946,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",0,67.61%,100%,7231973,6,376,45
2224,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,69.81%,100%,6757171,6,377,73
2502,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.05%,100%,2164002,6,378,7
2780,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Shirley Chisholm - First African American woman elected to the House of Representatives in 1968..jpg",0,70.48%,100%,6611415,6,379,64
3058,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police toss a demonstrator into a mass of protesters that had been rallying at the U.S. Consulate in support of civil rights activists in Alabama on March 16, 1966..jpg",0,85.81%,100%,3296220,6,380,33
3336,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Barack Obama - First African American President of the United States in 2008..jpg",0,99.69%,100%,295711,6,381,47
3614,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",0,83.18%,100%,3866644,6,382,68
3892,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\African American man drinking from a segregated water fountain in the American South. Circa mid 20th century..jpg",0,46.91%,100%,11710058,6,383,80
4170,4576,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A civil rights marcher suffering from exposure to tear gas holds an unconscious Amelia Boynton Robinson after police officers attacked marchers in Selma, Alabama, 1965..jpg",0,45.87%,100%,11934148,6,384,59
4448,4576,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,51.28%,100%,10763923,6,385,63
4725,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A woman who stayed at a riot scene in Dixmoor, IL, August 17, 1964, is carried to a police van..jpg",0,88.86%,100%,2637281,6,386,40
5001,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,91.26%,100%,2119459,6,387,6
5277,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,97.05%,100%,866693,6,388,34
5553,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,99.50%,100%,336275,6,389,39
5829,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,97.10%,100%,855495,6,390,34
6105,4576,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,63.16%,60%,8194826,6,391,79
0,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Two terrified African-American girls flee police officers during a race riot in the Bedford-Stuyvesant neighborhood of Brooklyn on July 21, 1964..jpg",0,71.92%,60%,6301108,6,392,66
278,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",0,96.02%,100%,1088834,6,393,67
556,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A mob beats Freedom Riders who've arrived at the bus station in Birmingham, Alabama. May 1961..jpg",0,93.10%,100%,1721021,6,394,57
834,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Vigilantes burn record press building in Wilmington Race Riot. 1898..jpg",0,84.71%,100%,3534446,6,395,74
1112,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\The George Floyd mural at 38th in Chicago in summer 2020..jpg",0,92.49%,100%,1852595,6,396,68
1390,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Protesters take part in the civil disobedience campaign, in June 1952, in Johannesburg, by occupying places for white people..jpg",0,95.09%,100%,1290909,6,397,67
1668,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",0,66.82%,100%,7403533,6,398,45
1946,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,47.96%,100%,11482497,6,399,38
2224,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Memphis Race Riots of 1866..jpg",0,60.95%,100%,8674265,6,400,11
2502,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,50.39%,100%,10957426,6,401,42
2780,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,89.68%,100%,2459497,6,402,6
3058,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.18%,100%,2135874,6,403,7
3336,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,64.85%,100%,7830839,6,404,79
3614,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Police officers walk with a police dog that bears its teeth and barks at African-American demonstrators during protests to end racial segregation. Cambridge, Maryland. July 1, 1963..jpg",0,48.33%,100%,11403249,6,405,38
3892,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,54.89%,100%,9984156,6,406,5
4170,4862,278,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\George Washington Carver - Influential African American Botanist..jpg",0,55.09%,100%,9940992,6,407,5
4448,4862,277,286,79 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,58.94%,100%,9107745,6,408,23
4725,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,63.98%,100%,8018643,6,409,79
5001,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,58.38%,100%,9229615,6,410,23
5277,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the Trail of Tears starting in 1831..jpg",0,91.12%,100%,2148333,6,411,7
5553,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\On April 3, 1968 in Memphis, Martin Luther King Jr. delivers his final speech a day before he was assassinated..jpg",0,97.12%,100%,852259,6,412,34
5829,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,99.52%,100%,333205,6,413,39
6105,4862,276,286,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,23.63%,60%,16743315,6,414,48
0,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,42.17%,60%,12735090,6,415,56
278,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting Camilla Massacre of 1868..jpg",0,80.42%,100%,4462451,6,416,21
556,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A policeman twists a man's neck in a choke hold during a civil rights demonstration. Location unspecified. Circa 1962..jpg",0,50.14%,100%,11011727,6,417,42
834,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,72.11%,100%,6259398,6,418,73
1112,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks has her fingerprints taken after being arrested for boycotting public transportation in Montgomery, Alabama. February 1956..jpg",0,71.84%,100%,6318558,6,419,73
1390,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,84.17%,100%,3652171,6,420,71
1668,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Marchers approach the West Side Highway after a Grand Jury decided not to indict the police officer who placed Eric Garner in a chokehold, Dec. 4, 2014, in New York..jpg",0,99.49%,100%,338470,6,421,39
1946,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,57.70%,100%,9377030,6,422,23
2224,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,83.84%,100%,3723987,6,423,71
2502,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,51.53%,100%,10709772,6,424,63
2780,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Rosa Parks sitting on a bus. Circa 20th century..jpg",0,51.10%,100%,10804070,6,425,63
3058,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,83.90%,100%,3710661,6,426,71
3336,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A young black man drinking from a segregated drinking fountain in the mid 20th century..jpg",0,66.76%,100%,7417673,6,427,45
3614,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,58.38%,100%,9228797,6,428,23
3892,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,72.92%,100%,6084217,6,429,14
4170,5148,278,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,63.04%,100%,8220926,6,430,79
4448,5148,277,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Dr. Charles Atkins and family look at the Sante Fe Depot sign requiring racial segregation in Oklahoma City, Oklahoma, 1955..jpg",0,81.08%,100%,4320723,6,431,2
4725,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,64.60%,100%,7883122,6,432,79
5001,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,90.33%,100%,2319070,6,433,6
5277,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Image depicting the forced migration of Native Americans in the 19th century..jpg",0,90.36%,100%,2312508,6,434,6
5553,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Martin Luther King Jr. speaks at a rally for the Chicago Freedom Movement at Soldier Field in Chicago, Illinois on July 10, 1966..jpg",0,58.82%,100%,9133725,6,435,23
5829,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\In late July 1964, police beat a man during the Harlem riots sparked by the questionable shooting of a 15-year-old African-American boy by a police officer..jpg",0,73.42%,100%,5976085,6,436,14
6105,5148,276,284,78 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,4.78%,60%,20819891,6,437,28
0,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,21.07%,60%,17298421,6,438,69
278,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,33.87%,60%,14528881,6,439,10
556,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,0.64%,60%,21715243,6,440,28
834,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,18.52%,60%,17849438,6,441,69
1112,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,1.86%,60%,21451004,6,442,28
1390,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,83.34%,60%,3832006,6,443,71
1668,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Slavery in pre-colonial America..jpg",0,82.98%,60%,3908410,6,444,71
1946,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,17.95%,60%,17971520,6,445,69
2224,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A man protesting Asian-American violence.jpg",0,63.85%,60%,8045955,6,446,79
2502,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,25.28%,60%,16386627,6,447,48
2780,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,20.24%,60%,17477156,6,448,69
3058,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,31.82%,60%,14972968,6,449,10
3336,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,2.13%,60%,21392524,6,450,28
3614,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,32.51%,60%,14822676,6,451,10
3892,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,38.48%,60%,13531860,6,452,56
4170,5432,278,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,18.20%,60%,17918208,6,453,69
4448,5432,277,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Japanese Americans incarcerated in crowded conditions at Santa Anita. Circa 1942..jpg",0,31.80%,60%,14977580,6,454,10
4725,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,23.71%,60%,16725694,6,455,48
5001,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Civil rights leaders standing on the balcony of Memphis' Lorraine Motel point in the direction of the assailant after the fatal bullet struck Martin Luther King Jr. April 4, 1968..jpeg",0,23.47%,60%,16778197,6,456,48
5277,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\NAACP protest against housing segregation in the Detroit suburb of Warren (1963)..jpg",0,0.00%,60%,21853823,6,457,28
5553,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\Several African-Americans confront National Guardsmen during the Newark, New Jersey riots in response to police brutality on July 14, 1967..jpg",0,18.02%,60%,17956571,6,458,69
5829,5432,276,276,76 ,"C:\Users\tyler\Documents\Mosaic Project\temanuel1.github.io\Mosaic Tiles\A South African police officer charges after a United Democratic Front demonstrator with a sjambok whip during a demonstration in Johannesburg, circa 1985..jpg",0,38.43%,60%,13543875,6,459,56
